icd_code,icd_description,candidate_domain,similarity_score,rank_position,model_name,accepted_as_top1
J942,hemothorax,Atividade/Repouso,0.2415999174118042,1,pritamdeka/S-BioBERT-snli-multinli-stsb,1
J942,hemothorax,Principios Vitais,0.2401392161846161,2,pritamdeka/S-BioBERT-snli-multinli-stsb,0
J942,hemothorax,Conforto,0.2193012833595276,3,pritamdeka/S-BioBERT-snli-multinli-stsb,0
R5383,other fatigue,Atividade/Repouso,0.3517756164073944,1,pritamdeka/S-BioBERT-snli-multinli-stsb,1
R5383,other fatigue,Percepcao/Cognicao,0.3208255469799042,2,pritamdeka/S-BioBERT-snli-multinli-stsb,0
R5383,other fatigue,Conforto,0.28827548027038574,3,pritamdeka/S-BioBERT-snli-multinli-stsb,0
B952,enterococcus as the cause of diseases classified elsewhere,Eliminacao e Troca,0.3473290801048279,1,pritamdeka/S-BioBERT-snli-multinli-stsb,1
B952,enterococcus as the cause of diseases classified elsewhere,Seguranca/Protecao,0.3073122501373291,2,pritamdeka/S-BioBERT-snli-multinli-stsb,0
B952,enterococcus as the cause of diseases classified elsewhere,Percepcao/Cognicao,0.27087676525115967,3,pritamdeka/S-BioBERT-snli-multinli-stsb,0
B964,proteus (mirabilis) (morganii) as the cause of diseases classified elsewhere,Nutricao,0.23897899687290192,1,pritamdeka/S-BioBERT-snli-multinli-stsb,1
B964,proteus (mirabilis) (morganii) as the cause of diseases classified elsewhere,Seguranca/Protecao,0.23515047132968903,2,pritamdeka/S-BioBERT-snli-multinli-stsb,0
B964,proteus (mirabilis) (morganii) as the cause of diseases classified elsewhere,Conforto,0.22413229942321777,3,pritamdeka/S-BioBERT-snli-multinli-stsb,0
B9681,helicobacter pylori [h. pylori] as the cause of diseases classified elsewhere,Eliminacao e Troca,0.33002087473869324,1,pritamdeka/S-BioBERT-snli-multinli-stsb,1
B9681,helicobacter pylori [h. pylori] as the cause of diseases classified elsewhere,Atividade/Repouso,0.2880980372428894,2,pritamdeka/S-BioBERT-snli-multinli-stsb,0
B9681,helicobacter pylori [h. pylori] as the cause of diseases classified elsewhere,Sexualidade,0.27922481298446655,3,pritamdeka/S-BioBERT-snli-multinli-stsb,0
D471,chronic myeloproliferative disease,Conforto,0.45302024483680725,1,pritamdeka/S-BioBERT-snli-multinli-stsb,1
D471,chronic myeloproliferative disease,Atividade/Repouso,0.40119048953056335,2,pritamdeka/S-BioBERT-snli-multinli-stsb,0
D471,chronic myeloproliferative disease,Eliminacao e Troca,0.3487732410430908,3,pritamdeka/S-BioBERT-snli-multinli-stsb,0
D72819,"decreased white blood cell count, unspecified",Eliminacao e Troca,0.24411901831626892,1,pritamdeka/S-BioBERT-snli-multinli-stsb,1
D72819,"decreased white blood cell count, unspecified",Seguranca/Protecao,0.22311049699783325,2,pritamdeka/S-BioBERT-snli-multinli-stsb,0
D72819,"decreased white blood cell count, unspecified",Nutricao,0.22053977847099304,3,pritamdeka/S-BioBERT-snli-multinli-stsb,0
D89813,"graft-versus-host disease, unspecified",Seguranca/Protecao,0.28629112243652344,1,pritamdeka/S-BioBERT-snli-multinli-stsb,1
D89813,"graft-versus-host disease, unspecified",Eliminacao e Troca,0.24423089623451233,2,pritamdeka/S-BioBERT-snli-multinli-stsb,0
D89813,"graft-versus-host disease, unspecified",Sexualidade,0.194615438580513,3,pritamdeka/S-BioBERT-snli-multinli-stsb,0
F1020,"alcohol dependence, uncomplicated",Enfrentamento/Tolerancia ao Estresse,0.20162995159626007,1,pritamdeka/S-BioBERT-snli-multinli-stsb,1
F1020,"alcohol dependence, uncomplicated",Seguranca/Protecao,0.13426339626312256,2,pritamdeka/S-BioBERT-snli-multinli-stsb,0
F1020,"alcohol dependence, uncomplicated",Eliminacao e Troca,0.1315494179725647,3,pritamdeka/S-BioBERT-snli-multinli-stsb,0
H3530,unspecified macular degeneration,Percepcao/Cognicao,0.3154122233390808,1,pritamdeka/S-BioBERT-snli-multinli-stsb,1
H3530,unspecified macular degeneration,Eliminacao e Troca,0.2061326503753662,2,pritamdeka/S-BioBERT-snli-multinli-stsb,0
H3530,unspecified macular degeneration,Nutricao,0.20538434386253357,3,pritamdeka/S-BioBERT-snli-multinli-stsb,0
I313,pericardial effusion (noninflammatory),Seguranca/Protecao,0.26882272958755493,1,pritamdeka/S-BioBERT-snli-multinli-stsb,1
I313,pericardial effusion (noninflammatory),Atividade/Repouso,0.2337222397327423,2,pritamdeka/S-BioBERT-snli-multinli-stsb,0
I313,pericardial effusion (noninflammatory),Percepcao/Cognicao,0.21430397033691406,3,pritamdeka/S-BioBERT-snli-multinli-stsb,0
K316,fistula of stomach and duodenum,Eliminacao e Troca,0.4354928135871887,1,pritamdeka/S-BioBERT-snli-multinli-stsb,1
K316,fistula of stomach and duodenum,Nutricao,0.3495792746543884,2,pritamdeka/S-BioBERT-snli-multinli-stsb,0
K316,fistula of stomach and duodenum,Atividade/Repouso,0.21129608154296875,3,pritamdeka/S-BioBERT-snli-multinli-stsb,0
Z6829,"body mass index (bmi) 29.0-29.9, adult",Autopercepcao,0.2999638319015503,1,pritamdeka/S-BioBERT-snli-multinli-stsb,1
Z6829,"body mass index (bmi) 29.0-29.9, adult",Atividade/Repouso,0.2523992955684662,2,pritamdeka/S-BioBERT-snli-multinli-stsb,0
Z6829,"body mass index (bmi) 29.0-29.9, adult",Nutricao,0.2190876007080078,3,pritamdeka/S-BioBERT-snli-multinli-stsb,0
I248,other forms of acute ischemic heart disease,Atividade/Repouso,0.4875749349594116,1,pritamdeka/S-BioBERT-snli-multinli-stsb,1
I248,other forms of acute ischemic heart disease,Percepcao/Cognicao,0.3864014744758606,2,pritamdeka/S-BioBERT-snli-multinli-stsb,0
I248,other forms of acute ischemic heart disease,Eliminacao e Troca,0.34571823477745056,3,pritamdeka/S-BioBERT-snli-multinli-stsb,0
I7789,other specified disorders of arteries and arterioles,Atividade/Repouso,0.37089210748672485,1,pritamdeka/S-BioBERT-snli-multinli-stsb,1
I7789,other specified disorders of arteries and arterioles,Percepcao/Cognicao,0.3121259808540344,2,pritamdeka/S-BioBERT-snli-multinli-stsb,0
I7789,other specified disorders of arteries and arterioles,Eliminacao e Troca,0.31089097261428833,3,pritamdeka/S-BioBERT-snli-multinli-stsb,0
M19012,"primary osteoarthritis, left shoulder",Conforto,0.19954994320869446,1,pritamdeka/S-BioBERT-snli-multinli-stsb,1
M19012,"primary osteoarthritis, left shoulder",Eliminacao e Troca,0.19154933094978333,2,pritamdeka/S-BioBERT-snli-multinli-stsb,0
M19012,"primary osteoarthritis, left shoulder",Atividade/Repouso,0.17222391068935394,3,pritamdeka/S-BioBERT-snli-multinli-stsb,0
R319,"hematuria, unspecified",Eliminacao e Troca,0.2925530672073364,1,pritamdeka/S-BioBERT-snli-multinli-stsb,1
R319,"hematuria, unspecified",Nutricao,0.26601871848106384,2,pritamdeka/S-BioBERT-snli-multinli-stsb,0
R319,"hematuria, unspecified",Seguranca/Protecao,0.1761971414089203,3,pritamdeka/S-BioBERT-snli-multinli-stsb,0
R791,abnormal coagulation profile,Atividade/Repouso,0.31301426887512207,1,pritamdeka/S-BioBERT-snli-multinli-stsb,1
R791,abnormal coagulation profile,Conforto,0.2797592580318451,2,pritamdeka/S-BioBERT-snli-multinli-stsb,0
R791,abnormal coagulation profile,Percepcao/Cognicao,0.2782577574253082,3,pritamdeka/S-BioBERT-snli-multinli-stsb,0
Z6832,"body mass index (bmi) 32.0-32.9, adult",Nutricao,0.24511605501174927,1,pritamdeka/S-BioBERT-snli-multinli-stsb,1
Z6832,"body mass index (bmi) 32.0-32.9, adult",Autopercepcao,0.226449653506279,2,pritamdeka/S-BioBERT-snli-multinli-stsb,0
Z6832,"body mass index (bmi) 32.0-32.9, adult",Seguranca/Protecao,0.17725178599357605,3,pritamdeka/S-BioBERT-snli-multinli-stsb,0
Z905,acquired absence of kidney,Eliminacao e Troca,0.2965182065963745,1,pritamdeka/S-BioBERT-snli-multinli-stsb,1
Z905,acquired absence of kidney,Crescimento/Desenvolvimento,0.28935593366622925,2,pritamdeka/S-BioBERT-snli-multinli-stsb,0
Z905,acquired absence of kidney,Nutricao,0.18350034952163696,3,pritamdeka/S-BioBERT-snli-multinli-stsb,0
F10129,"alcohol abuse with intoxication, unspecified",Enfrentamento/Tolerancia ao Estresse,0.218786358833313,1,pritamdeka/S-BioBERT-snli-multinli-stsb,1
F10129,"alcohol abuse with intoxication, unspecified",Eliminacao e Troca,0.15743745863437653,2,pritamdeka/S-BioBERT-snli-multinli-stsb,0
F10129,"alcohol abuse with intoxication, unspecified",Percepcao/Cognicao,0.10812531411647797,3,pritamdeka/S-BioBERT-snli-multinli-stsb,0
I4892,unspecified atrial flutter,Atividade/Repouso,0.23951998353004456,1,pritamdeka/S-BioBERT-snli-multinli-stsb,1
I4892,unspecified atrial flutter,Sexualidade,0.1494176834821701,2,pritamdeka/S-BioBERT-snli-multinli-stsb,0
I4892,unspecified atrial flutter,Seguranca/Protecao,0.13612601161003113,3,pritamdeka/S-BioBERT-snli-multinli-stsb,0
L281,prurigo nodularis,Conforto,0.2154484987258911,1,pritamdeka/S-BioBERT-snli-multinli-stsb,1
L281,prurigo nodularis,Eliminacao e Troca,0.16665291786193848,2,pritamdeka/S-BioBERT-snli-multinli-stsb,0
L281,prurigo nodularis,Percepcao/Cognicao,0.1636282503604889,3,pritamdeka/S-BioBERT-snli-multinli-stsb,0
Z7902,long term (current) use of antithrombotics/antiplatelets,Atividade/Repouso,0.3948034942150116,1,pritamdeka/S-BioBERT-snli-multinli-stsb,1
Z7902,long term (current) use of antithrombotics/antiplatelets,Sexualidade,0.3143623471260071,2,pritamdeka/S-BioBERT-snli-multinli-stsb,0
Z7902,long term (current) use of antithrombotics/antiplatelets,Seguranca/Protecao,0.28107190132141113,3,pritamdeka/S-BioBERT-snli-multinli-stsb,0
Z9282,status post administration of tpa (rtpa) in a different facility within the last 24 hours prior to admission to current facility,Enfrentamento/Tolerancia ao Estresse,0.11706070601940155,1,pritamdeka/S-BioBERT-snli-multinli-stsb,1
Z9282,status post administration of tpa (rtpa) in a different facility within the last 24 hours prior to admission to current facility,Crescimento/Desenvolvimento,0.09374921768903732,2,pritamdeka/S-BioBERT-snli-multinli-stsb,0
Z9282,status post administration of tpa (rtpa) in a different facility within the last 24 hours prior to admission to current facility,Eliminacao e Troca,0.08245820552110672,3,pritamdeka/S-BioBERT-snli-multinli-stsb,0
I82621,acute embolism and thrombosis of deep veins of right upper extremity,Atividade/Repouso,0.23476281762123108,1,pritamdeka/S-BioBERT-snli-multinli-stsb,1
I82621,acute embolism and thrombosis of deep veins of right upper extremity,Seguranca/Protecao,0.20860432088375092,2,pritamdeka/S-BioBERT-snli-multinli-stsb,0
I82621,acute embolism and thrombosis of deep veins of right upper extremity,Eliminacao e Troca,0.20216798782348633,3,pritamdeka/S-BioBERT-snli-multinli-stsb,0
L299,"pruritus, unspecified",Conforto,0.2267780303955078,1,pritamdeka/S-BioBERT-snli-multinli-stsb,1
L299,"pruritus, unspecified",Nutricao,0.21273136138916016,2,pritamdeka/S-BioBERT-snli-multinli-stsb,0
L299,"pruritus, unspecified",Seguranca/Protecao,0.20578040182590485,3,pritamdeka/S-BioBERT-snli-multinli-stsb,0
M47818,"spondylosis without myelopathy or radiculopathy, sacral and sacrococcygeal region",Percepcao/Cognicao,0.33356282114982605,1,pritamdeka/S-BioBERT-snli-multinli-stsb,1
M47818,"spondylosis without myelopathy or radiculopathy, sacral and sacrococcygeal region",Conforto,0.2539827525615692,2,pritamdeka/S-BioBERT-snli-multinli-stsb,0
M47818,"spondylosis without myelopathy or radiculopathy, sacral and sacrococcygeal region",Atividade/Repouso,0.2528753876686096,3,pritamdeka/S-BioBERT-snli-multinli-stsb,0
V270XXA,"motorcycle driver injured in collision with fixed or stationary object in nontraffic accident, initial encounter",Percepcao/Cognicao,0.17575310170650482,1,pritamdeka/S-BioBERT-snli-multinli-stsb,1
V270XXA,"motorcycle driver injured in collision with fixed or stationary object in nontraffic accident, initial encounter",Seguranca/Protecao,0.12940636277198792,2,pritamdeka/S-BioBERT-snli-multinli-stsb,0
V270XXA,"motorcycle driver injured in collision with fixed or stationary object in nontraffic accident, initial encounter",Atividade/Repouso,0.09993702918291092,3,pritamdeka/S-BioBERT-snli-multinli-stsb,0
X58XXXA,"exposure to other specified factors, initial encounter",Seguranca/Protecao,0.39531558752059937,1,pritamdeka/S-BioBERT-snli-multinli-stsb,1
X58XXXA,"exposure to other specified factors, initial encounter",Autopercepcao,0.2883632779121399,2,pritamdeka/S-BioBERT-snli-multinli-stsb,0
X58XXXA,"exposure to other specified factors, initial encounter",Enfrentamento/Tolerancia ao Estresse,0.2875205874443054,3,pritamdeka/S-BioBERT-snli-multinli-stsb,0
Z433,encounter for attention to colostomy,Eliminacao e Troca,0.418222039937973,1,pritamdeka/S-BioBERT-snli-multinli-stsb,1
Z433,encounter for attention to colostomy,Nutricao,0.36408424377441406,2,pritamdeka/S-BioBERT-snli-multinli-stsb,0
Z433,encounter for attention to colostomy,Conforto,0.30777326226234436,3,pritamdeka/S-BioBERT-snli-multinli-stsb,0
I5181,takotsubo syndrome,Percepcao/Cognicao,0.24710142612457275,1,pritamdeka/S-BioBERT-snli-multinli-stsb,1
I5181,takotsubo syndrome,Enfrentamento/Tolerancia ao Estresse,0.16655460000038147,2,pritamdeka/S-BioBERT-snli-multinli-stsb,0
I5181,takotsubo syndrome,Sexualidade,0.15955956280231476,3,pritamdeka/S-BioBERT-snli-multinli-stsb,0
M96831,postprocedural hemorrhage of a musculoskeletal structure following other procedure,Seguranca/Protecao,0.35635268688201904,1,pritamdeka/S-BioBERT-snli-multinli-stsb,1
M96831,postprocedural hemorrhage of a musculoskeletal structure following other procedure,Atividade/Repouso,0.2978954315185547,2,pritamdeka/S-BioBERT-snli-multinli-stsb,0
M96831,postprocedural hemorrhage of a musculoskeletal structure following other procedure,Percepcao/Cognicao,0.29747575521469116,3,pritamdeka/S-BioBERT-snli-multinli-stsb,0
R488,other symbolic dysfunctions,Percepcao/Cognicao,0.302112877368927,1,pritamdeka/S-BioBERT-snli-multinli-stsb,1
R488,other symbolic dysfunctions,Principios Vitais,0.2609066963195801,2,pritamdeka/S-BioBERT-snli-multinli-stsb,0
R488,other symbolic dysfunctions,Nutricao,0.24293895065784454,3,pritamdeka/S-BioBERT-snli-multinli-stsb,0
R61,generalized hyperhidrosis,Principios Vitais,0.18667569756507874,1,pritamdeka/S-BioBERT-snli-multinli-stsb,1
R61,generalized hyperhidrosis,Atividade/Repouso,0.18646357953548431,2,pritamdeka/S-BioBERT-snli-multinli-stsb,0
R61,generalized hyperhidrosis,Seguranca/Protecao,0.16346299648284912,3,pritamdeka/S-BioBERT-snli-multinli-stsb,0
R823,hemoglobinuria,Nutricao,0.32863491773605347,1,pritamdeka/S-BioBERT-snli-multinli-stsb,1
R823,hemoglobinuria,Eliminacao e Troca,0.30243247747421265,2,pritamdeka/S-BioBERT-snli-multinli-stsb,0
R823,hemoglobinuria,Atividade/Repouso,0.2555857300758362,3,pritamdeka/S-BioBERT-snli-multinli-stsb,0
Z5309,procedure and treatment not carried out because of other contraindication,Seguranca/Protecao,0.13678386807441711,1,pritamdeka/S-BioBERT-snli-multinli-stsb,1
Z5309,procedure and treatment not carried out because of other contraindication,Principios Vitais,0.08719244599342346,2,pritamdeka/S-BioBERT-snli-multinli-stsb,0
Z5309,procedure and treatment not carried out because of other contraindication,Crescimento/Desenvolvimento,0.08389551192522049,3,pritamdeka/S-BioBERT-snli-multinli-stsb,0
Z6833,"body mass index (bmi) 33.0-33.9, adult",Autopercepcao,0.3022996485233307,1,pritamdeka/S-BioBERT-snli-multinli-stsb,1
Z6833,"body mass index (bmi) 33.0-33.9, adult",Atividade/Repouso,0.21209493279457092,2,pritamdeka/S-BioBERT-snli-multinli-stsb,0
Z6833,"body mass index (bmi) 33.0-33.9, adult",Nutricao,0.20896509289741516,3,pritamdeka/S-BioBERT-snli-multinli-stsb,0
Z9049,acquired absence of other specified parts of digestive tract,Nutricao,0.27851352095603943,1,pritamdeka/S-BioBERT-snli-multinli-stsb,1
Z9049,acquired absence of other specified parts of digestive tract,Crescimento/Desenvolvimento,0.25327223539352417,2,pritamdeka/S-BioBERT-snli-multinli-stsb,0
Z9049,acquired absence of other specified parts of digestive tract,Eliminacao e Troca,0.22777676582336426,3,pritamdeka/S-BioBERT-snli-multinli-stsb,0
Z961,presence of intraocular lens,Percepcao/Cognicao,0.2231137603521347,1,pritamdeka/S-BioBERT-snli-multinli-stsb,1
Z961,presence of intraocular lens,Autopercepcao,0.21642616391181946,2,pritamdeka/S-BioBERT-snli-multinli-stsb,0
Z961,presence of intraocular lens,Atividade/Repouso,0.20690006017684937,3,pritamdeka/S-BioBERT-snli-multinli-stsb,0
H1133,"conjunctival hemorrhage, bilateral",Seguranca/Protecao,0.21599972248077393,1,pritamdeka/S-BioBERT-snli-multinli-stsb,1
H1133,"conjunctival hemorrhage, bilateral",Percepcao/Cognicao,0.20418936014175415,2,pritamdeka/S-BioBERT-snli-multinli-stsb,0
H1133,"conjunctival hemorrhage, bilateral",Principios Vitais,0.19788230955600739,3,pritamdeka/S-BioBERT-snli-multinli-stsb,0
H53143,"visual discomfort, bilateral",Conforto,0.33728083968162537,1,pritamdeka/S-BioBERT-snli-multinli-stsb,1
H53143,"visual discomfort, bilateral",Atividade/Repouso,0.24998906254768372,2,pritamdeka/S-BioBERT-snli-multinli-stsb,0
H53143,"visual discomfort, bilateral",Eliminacao e Troca,0.2300918698310852,3,pritamdeka/S-BioBERT-snli-multinli-stsb,0
M1000,"idiopathic gout, unspecified site",Eliminacao e Troca,0.20630499720573425,1,pritamdeka/S-BioBERT-snli-multinli-stsb,1
M1000,"idiopathic gout, unspecified site",Seguranca/Protecao,0.1986563503742218,2,pritamdeka/S-BioBERT-snli-multinli-stsb,0
M1000,"idiopathic gout, unspecified site",Nutricao,0.16290295124053955,3,pritamdeka/S-BioBERT-snli-multinli-stsb,0
Z6820,"body mass index (bmi) 20.0-20.9, adult",Autopercepcao,0.24402794241905212,1,pritamdeka/S-BioBERT-snli-multinli-stsb,1
Z6820,"body mass index (bmi) 20.0-20.9, adult",Nutricao,0.18817317485809326,2,pritamdeka/S-BioBERT-snli-multinli-stsb,0
Z6820,"body mass index (bmi) 20.0-20.9, adult",Crescimento/Desenvolvimento,0.15981873869895935,3,pritamdeka/S-BioBERT-snli-multinli-stsb,0
Z933,colostomy status,Eliminacao e Troca,0.43793609738349915,1,pritamdeka/S-BioBERT-snli-multinli-stsb,1
Z933,colostomy status,Nutricao,0.3535900115966797,2,pritamdeka/S-BioBERT-snli-multinli-stsb,0
Z933,colostomy status,Sexualidade,0.27423983812332153,3,pritamdeka/S-BioBERT-snli-multinli-stsb,0
E7800,"pure hypercholesterolemia, unspecified",Nutricao,0.17506828904151917,1,pritamdeka/S-BioBERT-snli-multinli-stsb,1
E7800,"pure hypercholesterolemia, unspecified",Eliminacao e Troca,0.17010951042175293,2,pritamdeka/S-BioBERT-snli-multinli-stsb,0
E7800,"pure hypercholesterolemia, unspecified",Promocao da Saude,0.14038044214248657,3,pritamdeka/S-BioBERT-snli-multinli-stsb,0
F1019,alcohol abuse with unspecified alcohol-induced disorder,Enfrentamento/Tolerancia ao Estresse,0.32682594656944275,1,pritamdeka/S-BioBERT-snli-multinli-stsb,1
F1019,alcohol abuse with unspecified alcohol-induced disorder,Eliminacao e Troca,0.20404548943042755,2,pritamdeka/S-BioBERT-snli-multinli-stsb,0
F1019,alcohol abuse with unspecified alcohol-induced disorder,Seguranca/Protecao,0.18372923135757446,3,pritamdeka/S-BioBERT-snli-multinli-stsb,0
F447,conversion disorder with mixed symptom presentation,Enfrentamento/Tolerancia ao Estresse,0.4781092405319214,1,pritamdeka/S-BioBERT-snli-multinli-stsb,1
F447,conversion disorder with mixed symptom presentation,Percepcao/Cognicao,0.3566553592681885,2,pritamdeka/S-BioBERT-snli-multinli-stsb,0
F447,conversion disorder with mixed symptom presentation,Conforto,0.3318709433078766,3,pritamdeka/S-BioBERT-snli-multinli-stsb,0
I871,compression of vein,Conforto,0.28198808431625366,1,pritamdeka/S-BioBERT-snli-multinli-stsb,1
I871,compression of vein,Atividade/Repouso,0.19476695358753204,2,pritamdeka/S-BioBERT-snli-multinli-stsb,0
I871,compression of vein,Percepcao/Cognicao,0.16088728606700897,3,pritamdeka/S-BioBERT-snli-multinli-stsb,0
I9789,"other postprocedural complications and disorders of the circulatory system, not elsewhere classified",Atividade/Repouso,0.37053072452545166,1,pritamdeka/S-BioBERT-snli-multinli-stsb,1
I9789,"other postprocedural complications and disorders of the circulatory system, not elsewhere classified",Percepcao/Cognicao,0.31254297494888306,2,pritamdeka/S-BioBERT-snli-multinli-stsb,0
I9789,"other postprocedural complications and disorders of the circulatory system, not elsewhere classified",Seguranca/Protecao,0.3094838261604309,3,pritamdeka/S-BioBERT-snli-multinli-stsb,0
M351,other overlap syndromes,Enfrentamento/Tolerancia ao Estresse,0.37111783027648926,1,pritamdeka/S-BioBERT-snli-multinli-stsb,1
M351,other overlap syndromes,Percepcao/Cognicao,0.2894008755683899,2,pritamdeka/S-BioBERT-snli-multinli-stsb,0
M351,other overlap syndromes,Conforto,0.2694205939769745,3,pritamdeka/S-BioBERT-snli-multinli-stsb,0
R200,anesthesia of skin,Seguranca/Protecao,0.31489044427871704,1,pritamdeka/S-BioBERT-snli-multinli-stsb,1
R200,anesthesia of skin,Autopercepcao,0.20275256037712097,2,pritamdeka/S-BioBERT-snli-multinli-stsb,0
R200,anesthesia of skin,Percepcao/Cognicao,0.19798114895820618,3,pritamdeka/S-BioBERT-snli-multinli-stsb,0
R4020,unspecified coma,Percepcao/Cognicao,0.3934205174446106,1,pritamdeka/S-BioBERT-snli-multinli-stsb,1
R4020,unspecified coma,Crescimento/Desenvolvimento,0.2222929149866104,2,pritamdeka/S-BioBERT-snli-multinli-stsb,0
R4020,unspecified coma,Seguranca/Protecao,0.22133532166481018,3,pritamdeka/S-BioBERT-snli-multinli-stsb,0
V499XXA,"car occupant (driver) (passenger) injured in unspecified traffic accident, initial encounter",Percepcao/Cognicao,0.15011805295944214,1,pritamdeka/S-BioBERT-snli-multinli-stsb,1
V499XXA,"car occupant (driver) (passenger) injured in unspecified traffic accident, initial encounter",Seguranca/Protecao,0.13082563877105713,2,pritamdeka/S-BioBERT-snli-multinli-stsb,0
V499XXA,"car occupant (driver) (passenger) injured in unspecified traffic accident, initial encounter",Enfrentamento/Tolerancia ao Estresse,0.09712337702512741,3,pritamdeka/S-BioBERT-snli-multinli-stsb,0
Z6823,"body mass index (bmi) 23.0-23.9, adult",Autopercepcao,0.30116286873817444,1,pritamdeka/S-BioBERT-snli-multinli-stsb,1
Z6823,"body mass index (bmi) 23.0-23.9, adult",Nutricao,0.20923252403736115,2,pritamdeka/S-BioBERT-snli-multinli-stsb,0
Z6823,"body mass index (bmi) 23.0-23.9, adult",Atividade/Repouso,0.19143046438694,3,pritamdeka/S-BioBERT-snli-multinli-stsb,0
F514,sleep terrors [night terrors],Percepcao/Cognicao,0.28062939643859863,1,pritamdeka/S-BioBERT-snli-multinli-stsb,1
F514,sleep terrors [night terrors],Enfrentamento/Tolerancia ao Estresse,0.2660489082336426,2,pritamdeka/S-BioBERT-snli-multinli-stsb,0
F514,sleep terrors [night terrors],Principios Vitais,0.259623646736145,3,pritamdeka/S-BioBERT-snli-multinli-stsb,0
G4733,obstructive sleep apnea (adult) (pediatric),Atividade/Repouso,0.3492175340652466,1,pritamdeka/S-BioBERT-snli-multinli-stsb,1
G4733,obstructive sleep apnea (adult) (pediatric),Crescimento/Desenvolvimento,0.328125,2,pritamdeka/S-BioBERT-snli-multinli-stsb,0
G4733,obstructive sleep apnea (adult) (pediatric),Enfrentamento/Tolerancia ao Estresse,0.2920432388782501,3,pritamdeka/S-BioBERT-snli-multinli-stsb,0
I319,"disease of pericardium, unspecified",Atividade/Repouso,0.29266634583473206,1,pritamdeka/S-BioBERT-snli-multinli-stsb,1
I319,"disease of pericardium, unspecified",Conforto,0.255449503660202,2,pritamdeka/S-BioBERT-snli-multinli-stsb,0
I319,"disease of pericardium, unspecified",Seguranca/Protecao,0.2516386806964874,3,pritamdeka/S-BioBERT-snli-multinli-stsb,0
I82412,acute embolism and thrombosis of left femoral vein,Atividade/Repouso,0.22386758029460907,1,pritamdeka/S-BioBERT-snli-multinli-stsb,1
I82412,acute embolism and thrombosis of left femoral vein,Percepcao/Cognicao,0.2102983444929123,2,pritamdeka/S-BioBERT-snli-multinli-stsb,0
I82412,acute embolism and thrombosis of left femoral vein,Nutricao,0.19804348051548004,3,pritamdeka/S-BioBERT-snli-multinli-stsb,0
Z1621,resistance to vancomycin,Sexualidade,0.19112813472747803,1,pritamdeka/S-BioBERT-snli-multinli-stsb,1
Z1621,resistance to vancomycin,Conforto,0.18408958613872528,2,pritamdeka/S-BioBERT-snli-multinli-stsb,0
Z1621,resistance to vancomycin,Eliminacao e Troca,0.17110201716423035,3,pritamdeka/S-BioBERT-snli-multinli-stsb,0
Z96651,presence of right artificial knee joint,Eliminacao e Troca,0.14647908508777618,1,pritamdeka/S-BioBERT-snli-multinli-stsb,1
Z96651,presence of right artificial knee joint,Sexualidade,0.12675049901008606,2,pritamdeka/S-BioBERT-snli-multinli-stsb,0
Z96651,presence of right artificial knee joint,Autopercepcao,0.11515206098556519,3,pritamdeka/S-BioBERT-snli-multinli-stsb,0
F17200,"nicotine dependence, unspecified, uncomplicated",Enfrentamento/Tolerancia ao Estresse,0.20244711637496948,1,pritamdeka/S-BioBERT-snli-multinli-stsb,1
F17200,"nicotine dependence, unspecified, uncomplicated",Seguranca/Protecao,0.16071806848049164,2,pritamdeka/S-BioBERT-snli-multinli-stsb,0
F17200,"nicotine dependence, unspecified, uncomplicated",Promocao da Saude,0.13647720217704773,3,pritamdeka/S-BioBERT-snli-multinli-stsb,0
G4700,"insomnia, unspecified",Nutricao,0.24198700487613678,1,pritamdeka/S-BioBERT-snli-multinli-stsb,1
G4700,"insomnia, unspecified",Atividade/Repouso,0.22452402114868164,2,pritamdeka/S-BioBERT-snli-multinli-stsb,0
G4700,"insomnia, unspecified",Enfrentamento/Tolerancia ao Estresse,0.2118450403213501,3,pritamdeka/S-BioBERT-snli-multinli-stsb,0
R5381,other malaise,Conforto,0.31384187936782837,1,pritamdeka/S-BioBERT-snli-multinli-stsb,1
R5381,other malaise,Percepcao/Cognicao,0.3131795823574066,2,pritamdeka/S-BioBERT-snli-multinli-stsb,0
R5381,other malaise,Principios Vitais,0.295518159866333,3,pritamdeka/S-BioBERT-snli-multinli-stsb,0
Z792,long term (current) use of antibiotics,Seguranca/Protecao,0.26454252004623413,1,pritamdeka/S-BioBERT-snli-multinli-stsb,1
Z792,long term (current) use of antibiotics,Nutricao,0.25692814588546753,2,pritamdeka/S-BioBERT-snli-multinli-stsb,0
Z792,long term (current) use of antibiotics,Atividade/Repouso,0.23909330368041992,3,pritamdeka/S-BioBERT-snli-multinli-stsb,0
D61818,other pancytopenia,Conforto,0.36290132999420166,1,pritamdeka/S-BioBERT-snli-multinli-stsb,1
D61818,other pancytopenia,Percepcao/Cognicao,0.3112472891807556,2,pritamdeka/S-BioBERT-snli-multinli-stsb,0
D61818,other pancytopenia,Eliminacao e Troca,0.28243908286094666,3,pritamdeka/S-BioBERT-snli-multinli-stsb,0
D702,other drug-induced agranulocytosis,Enfrentamento/Tolerancia ao Estresse,0.3770856261253357,1,pritamdeka/S-BioBERT-snli-multinli-stsb,1
D702,other drug-induced agranulocytosis,Percepcao/Cognicao,0.3518664538860321,2,pritamdeka/S-BioBERT-snli-multinli-stsb,0
